ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1202,48,male,2,own,little,little,1082,12,car,bad
58,51,male,2,own,little,moderate,4771,11,radio/TV,good
638,24,male,1,own,,little,3763,21,car,good
1226,42,male,3,own,moderate,moderate,8086,36,car,bad
954,39,female,2,own,little,moderate,1188,21,business,bad
1075,24,male,2,free,little,little,4605,48,car,bad
173,39,male,2,own,little,little,2522,30,radio/TV,good
451,32,male,2,own,little,little,4583,30,furniture/equipment,good
126,70,male,3,free,little,moderate,7308,10,car,good
907,23,male,2,own,little,moderate,15672,48,business,bad
531,74,male,0,own,little,rich,1299,6,car,good
714,23,male,2,rent,little,moderate,1534,12,radio/TV,bad
91,41,female,3,rent,little,,3868,24,car,good
1355,36,male,2,rent,little,little,7297,60,business,bad
182,46,female,1,own,little,rich,2251,12,furniture/equipment,good
891,38,male,2,free,little,rich,947,24,car,bad
787,25,female,2,own,little,,7855,36,car,bad
415,49,male,1,own,little,moderate,3124,12,car,good
252,23,male,2,own,little,moderate,882,13,radio/TV,good
70,20,male,2,rent,,rich,3617,24,furniture/equipment,good
804,24,female,2,rent,little,little,4308,48,business,bad
132,33,male,2,own,little,moderate,1414,8,radio/TV,good
301,35,male,3,own,little,,7253,33,car,good
980,22,male,2,own,little,little,2462,18,furniture/equipment,bad
327,30,male,3,own,,,11054,36,car,good
1369,68,male,3,own,little,little,14896,6,car,bad
1047,61,male,2,own,rich,moderate,1512,15,repairs,bad
500,32,male,3,own,quite rich,,629,18,radio/TV,good
974,21,male,1,rent,little,little,1987,24,radio/TV,bad
365,42,male,2,free,little,little,5493,36,car,good
496,32,female,2,own,little,moderate,2528,27,business,good
1305,28,female,1,own,little,rich,745,9,radio/TV,bad
339,34,male,2,own,little,,1950,18,business,good
422,36,female,1,own,rich,,1572,21,business,good
165,30,male,2,own,little,,4657,15,car,good
29,24,male,2,own,little,moderate,458,9,radio/TV,good
517,35,male,1,own,moderate,little,4380,18,car,good
194,36,male,2,own,,,6304,36,business,good
860,35,female,2,own,,little,1381,24,car,bad
1272,30,female,2,own,moderate,,1864,18,education,bad
1271,31,female,2,own,little,little,6758,48,radio/TV,bad
170,25,male,1,own,little,moderate,866,18,radio/TV,good
966,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
653,30,male,2,own,little,,1224,9,car,good
174,51,male,2,own,little,,1595,6,radio/TV,good
519,32,male,2,own,moderate,little,2325,24,car,good
1139,33,male,1,own,little,little,2579,12,car,bad
1344,29,male,2,rent,little,little,11816,45,business,bad
492,24,male,2,own,little,,1800,18,radio/TV,good
74,36,male,2,own,little,moderate,2337,36,radio/TV,good
1175,37,female,1,own,little,little,1274,12,car,bad
588,28,male,1,own,little,,2993,21,car,good
751,57,male,3,free,little,moderate,14318,36,car,bad
658,45,male,3,own,,,3527,12,car,good
843,55,male,2,free,rich,,1555,12,repairs,bad
235,28,male,2,own,rich,little,2659,18,furniture/equipment,good
733,33,male,2,own,little,moderate,1245,18,radio/TV,bad
215,56,male,2,free,little,rich,4796,42,car,good
163,30,male,2,own,little,,707,12,radio/TV,good
133,42,male,2,own,little,little,2577,12,furniture/equipment,good
1040,24,female,2,rent,little,little,4308,48,business,bad
1000,28,female,2,rent,quite rich,moderate,4113,24,car,bad
1151,34,male,1,own,little,rich,2864,18,furniture/equipment,bad
186,35,male,1,own,little,,2684,24,radio/TV,good
42,31,male,2,own,,,3378,18,car,good
693,34,male,1,own,moderate,,1569,15,radio/TV,good
109,30,male,2,own,moderate,moderate,3566,48,business,good
39,29,male,1,own,,moderate,2333,24,furniture/equipment,good
569,55,male,3,free,little,moderate,9283,42,car,good
1157,48,female,1,free,moderate,rich,1240,10,car,bad
1188,34,female,3,own,little,moderate,2064,24,furniture/equipment,bad
1347,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
484,25,male,2,own,little,little,975,15,furniture/equipment,good
469,24,male,2,own,quite rich,,2080,6,car,good
25,57,male,1,rent,,,1264,12,business,good
1361,33,female,2,rent,little,little,3966,18,car,bad
1091,33,female,2,own,little,little,1131,18,furniture/equipment,bad
69,54,male,2,own,little,little,1409,12,car,good
1186,27,male,2,own,little,,8648,24,business,bad
367,36,male,2,own,quite rich,rich,2360,15,car,good
506,31,male,2,own,,rich,3148,24,radio/TV,good
851,23,female,1,rent,little,little,3234,24,furniture/equipment,bad
1234,35,male,2,free,little,little,3386,12,car,bad
384,41,male,1,own,little,little,662,6,car,good
735,44,female,2,own,,,5943,24,radio/TV,bad
718,55,male,2,own,little,little,6872,24,furniture/equipment,bad
1247,42,male,3,free,little,little,7763,48,car,bad
455,37,male,2,own,,,10222,48,radio/TV,good
265,27,male,2,own,little,,3850,18,car,good
76,41,male,1,rent,moderate,,1469,24,car,good
233,27,female,1,own,little,little,3643,15,furniture/equipment,good
445,28,female,2,own,quite rich,,1376,24,radio/TV,good
396,35,male,2,free,,,8858,48,car,good
1041,42,male,2,own,little,little,3446,36,furniture/equipment,bad
177,25,male,2,own,little,,1258,24,business,good
19,39,male,1,own,little,,426,6,radio/TV,good
1230,40,male,3,own,,little,1358,24,vacation/others,bad
1281,53,male,2,free,little,little,7119,48,furniture/equipment,bad
342,26,female,2,own,little,,2764,33,business,good
932,28,male,2,own,little,moderate,3060,48,radio/TV,bad
880,25,female,2,rent,little,little,1882,18,radio/TV,bad
596,45,male,2,own,little,,10875,36,car,good
62,24,female,1,rent,moderate,,1568,18,business,good
1182,31,male,2,own,,little,6350,30,furniture/equipment,bad
273,36,male,2,free,,,846,7,radio/TV,good
1134,23,male,2,rent,little,little,4110,24,furniture/equipment,bad
873,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
1054,24,female,1,rent,moderate,,11590,48,car,bad
1316,32,male,1,free,little,little,1442,18,car,bad
279,25,female,2,own,little,,2238,18,radio/TV,good
1089,23,male,2,own,,little,900,12,car,bad
695,30,male,3,own,little,little,3959,36,furniture/equipment,good
369,45,male,3,own,moderate,,8588,39,car,good
1291,26,female,2,own,quite rich,,1386,12,car,bad
37,39,male,1,own,little,,7228,11,car,good
736,30,male,2,own,little,moderate,1056,18,car,bad
1245,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
663,30,female,2,own,quite rich,moderate,8358,48,car,good
1108,25,female,2,rent,little,moderate,1295,12,car,bad
1262,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
548,60,male,2,own,rich,,1940,24,car,good
1119,23,female,2,rent,little,little,2406,30,furniture/equipment,bad
689,64,female,2,own,moderate,,1409,13,radio/TV,good
739,52,male,3,own,,moderate,6468,12,radio/TV,bad
192,57,female,1,free,little,,2748,12,education,good
920,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
457,41,male,2,own,little,moderate,6361,18,furniture/equipment,good
869,35,female,2,own,,little,1381,24,car,bad
394,37,female,2,own,little,,2022,24,car,good
676,54,female,3,rent,little,,3568,15,radio/TV,good
761,25,female,1,own,little,rich,2327,15,radio/TV,bad
1379,28,male,2,own,quite rich,rich,939,12,car,bad
729,23,female,2,rent,little,little,1442,24,car,bad
420,58,female,1,own,little,little,385,12,radio/TV,good
376,43,male,2,own,moderate,little,1203,6,car,good
413,33,female,2,own,,,1927,24,education,good
75,36,male,3,rent,,moderate,7057,20,car,good
1312,23,male,1,own,little,moderate,1246,24,car,bad
1101,45,male,1,own,little,little,4006,28,car,bad
501,46,male,3,own,,,2476,21,car,good
826,38,male,2,own,,,3914,48,business,bad
196,25,male,2,own,,,999,24,radio/TV,good
1304,23,male,2,own,little,moderate,15672,48,business,bad
617,38,male,3,own,little,,7814,24,car,good
115,38,male,2,own,little,,1924,10,radio/TV,good
418,36,male,2,rent,little,little,2799,9,car,good
602,32,male,1,own,rich,,4526,27,furniture/equipment,good
922,25,female,2,rent,,little,1371,24,car,bad
605,42,male,2,own,little,,3331,12,furniture/equipment,good
1342,50,male,2,free,little,moderate,6224,48,education,bad
90,36,male,3,own,quite rich,moderate,2366,12,car,good
849,38,male,2,free,little,rich,947,24,car,bad
1076,46,male,2,own,little,little,697,12,car,bad
1341,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
754,25,female,2,rent,little,little,1882,18,radio/TV,bad
499,37,male,1,own,little,moderate,2118,9,radio/TV,good
1109,61,male,3,free,little,moderate,1953,36,business,bad
1346,23,female,2,own,little,,1943,18,repairs,bad
1115,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
1113,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
12,31,male,2,own,quite rich,,3430,24,radio/TV,good
397,23,female,2,own,,,996,12,repairs,good
285,19,female,1,rent,rich,moderate,983,12,furniture/equipment,good
556,51,male,2,free,little,rich,2892,24,furniture/equipment,good
43,26,male,1,own,,,783,6,car,good
842,44,male,2,own,little,little,1553,18,furniture/equipment,bad
168,51,male,1,free,quite rich,,2507,9,car,good
417,52,female,3,free,,,2133,12,car,good
577,24,male,2,own,little,rich,3016,12,radio/TV,good
835,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
268,36,male,2,own,,,3079,36,car,good
1064,51,male,2,free,,little,7511,18,car,bad
427,74,male,3,own,little,,4526,24,business,good
691,48,male,1,own,little,moderate,1743,24,radio/TV,good
1223,22,female,2,own,moderate,little,741,12,domestic appliances,bad
1194,24,female,2,rent,rich,moderate,433,6,education,bad
545,25,female,2,own,little,little,3509,18,radio/TV,good
1313,60,male,1,own,little,little,1199,24,car,bad
675,26,female,2,own,,moderate,1715,30,radio/TV,good
690,29,male,3,free,little,little,6579,24,car,good
908,31,male,2,own,,little,6350,30,furniture/equipment,bad
1237,22,female,2,own,little,moderate,5951,48,radio/TV,bad
852,55,male,2,free,rich,,1555,12,repairs,bad
1371,29,female,2,own,little,little,3499,12,car,bad
160,64,female,2,own,little,,1364,10,car,good
896,61,male,2,own,rich,moderate,1512,15,repairs,bad
1116,36,male,2,own,little,little,1372,12,car,bad
258,49,male,2,own,,,2331,12,radio/TV,good
1093,26,female,3,own,little,,10974,36,furniture/equipment,bad
336,36,male,2,own,little,little,1721,15,car,good
1317,28,male,2,own,little,little,1108,12,repairs,bad
16,44,male,2,own,moderate,moderate,1804,12,car,good
516,29,female,0,own,,moderate,3990,36,domestic appliances,good
325,35,male,2,own,little,moderate,2576,7,radio/TV,good
769,21,female,2,rent,little,,2570,27,car,bad
608,40,female,2,own,quite rich,,7678,36,furniture/equipment,good
1235,21,male,2,rent,little,little,902,12,education,bad
1400,22,female,2,own,little,moderate,5951,48,radio/TV,bad
1007,41,male,2,own,little,little,2712,36,furniture/equipment,bad
906,23,female,2,own,little,little,448,6,education,bad
223,33,male,2,own,rich,,1543,6,furniture/equipment,good
180,26,male,2,own,little,rich,1925,24,furniture/equipment,good
1038,66,male,3,own,little,rich,1908,30,business,bad
100,21,female,2,own,moderate,,10144,60,radio/TV,good
837,46,male,2,rent,little,moderate,1223,12,car,bad
758,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad
522,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
762,44,male,2,own,little,little,1553,18,furniture/equipment,bad
23,27,male,2,own,little,little,4020,24,furniture/equipment,good
357,26,male,2,rent,little,,3518,6,car,good
734,20,male,2,own,,little,2996,24,furniture/equipment,bad
1303,31,male,2,own,little,,2775,18,car,bad
1299,30,male,3,own,little,little,1823,24,radio/TV,bad
612,29,male,1,own,little,little,3590,12,furniture/equipment,good
1193,36,male,2,own,little,little,1372,12,car,bad
341,32,male,2,own,,,7238,48,radio/TV,good
432,48,male,3,own,,moderate,12204,48,business,good
474,56,female,2,own,little,,1538,6,education,good
218,45,male,1,own,,,1287,10,car,good
912,25,female,1,own,little,rich,2327,15,radio/TV,bad
204,23,male,2,rent,rich,,3368,15,car,good
1335,24,female,1,own,little,little,626,12,radio/TV,bad
1012,39,male,3,own,little,moderate,11938,24,vacation/others,bad
1363,54,male,3,own,rich,,4591,24,business,bad
1141,21,female,2,rent,little,,2570,27,car,bad
94,30,male,2,own,little,little,2121,12,car,good
1009,33,female,2,own,little,little,1131,18,furniture/equipment,bad
697,31,female,1,own,little,,1736,12,furniture/equipment,good
997,32,female,1,own,moderate,moderate,931,6,car,bad
154,45,female,1,own,,,3835,36,radio/TV,good
1220,22,female,2,rent,little,,433,18,radio/TV,bad
1399,47,male,2,free,moderate,moderate,12612,36,education,bad
790,42,male,2,own,little,little,4153,18,furniture/equipment,bad
581,38,male,2,free,,moderate,6681,48,business,good
704,29,male,2,free,little,little,2149,12,radio/TV,bad
1180,58,male,2,rent,little,moderate,15945,54,business,bad
488,28,male,2,own,little,,2284,24,radio/TV,good
560,54,male,2,own,,,717,24,car,good
802,33,male,2,own,little,moderate,1245,18,radio/TV,bad
513,44,female,1,own,little,moderate,760,8,radio/TV,good
634,42,male,2,free,,,10477,36,car,good
1249,27,male,3,own,little,moderate,14027,60,car,bad
791,30,male,2,own,little,moderate,639,12,repairs,bad
117,29,female,2,rent,rich,moderate,7758,24,car,good
741,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
831,47,male,1,own,little,little,1217,18,domestic appliances,bad
120,45,male,1,own,little,little,339,12,education,good
657,46,male,3,own,,,6842,24,car,good
636,36,male,3,own,little,,1278,24,radio/TV,good
370,32,male,3,free,little,,4686,36,car,good
269,33,male,2,own,little,,6070,18,radio/TV,good
656,30,male,3,rent,little,moderate,2063,6,radio/TV,good
936,39,male,2,free,,rich,1271,15,radio/TV,bad
823,66,male,1,own,quite rich,moderate,766,12,radio/TV,bad
867,42,female,2,own,little,moderate,3804,36,radio/TV,bad
47,50,male,2,own,,moderate,1537,15,radio/TV,good
1211,27,female,0,own,little,little,750,18,education,bad
992,37,male,2,free,little,,1819,36,education,bad
877,28,male,1,own,little,little,654,9,car,bad
774,23,female,1,rent,little,little,6229,36,furniture/equipment,bad
5,53,male,2,own,quite rich,,2835,24,furniture/equipment,good
1004,68,male,3,own,little,little,14896,6,car,bad
264,36,male,2,own,little,,1542,12,business,good
1111,33,female,2,rent,little,little,3966,18,car,bad
1280,25,female,1,own,little,moderate,1355,24,car,bad
444,47,male,2,own,little,,1393,12,education,good
1003,34,male,2,own,little,little,6999,48,radio/TV,bad
838,53,female,3,own,,,7485,30,car,bad
1251,25,female,1,own,little,rich,2327,15,radio/TV,bad
305,31,female,3,own,quite rich,,2782,21,car,good
1103,37,female,1,own,little,little,1274,12,car,bad
314,74,male,1,own,little,,3448,5,business,good
150,26,male,2,own,little,moderate,1424,12,domestic appliances,good
575,43,male,3,own,little,little,15857,36,vacation/others,good
51,22,male,2,own,rich,moderate,1007,12,car,good
1100,26,male,3,own,little,,4463,36,radio/TV,bad
727,31,male,2,rent,little,little,3161,24,business,bad
834,42,female,3,free,little,moderate,8318,27,business,bad
471,33,male,2,own,little,,5150,24,furniture/equipment,good
972,25,male,2,own,little,moderate,14421,48,business,bad
654,42,male,2,own,quite rich,,522,12,radio/TV,good
400,67,female,3,own,little,moderate,1199,9,education,good
512,33,male,2,own,little,moderate,6403,24,radio/TV,good
321,39,male,3,own,little,,1884,12,car,good
20,42,female,2,rent,rich,rich,409,12,radio/TV,good
685,28,female,3,own,moderate,rich,2923,21,car,good
36,23,female,0,rent,quite rich,little,1352,6,car,good
903,40,male,1,rent,little,little,684,12,education,bad
828,25,male,1,own,little,moderate,685,12,car,bad
1255,28,female,2,rent,moderate,moderate,2631,15,car,bad
408,26,female,3,rent,,,5433,24,car,good
921,63,male,2,own,little,little,6836,60,business,bad
538,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
759,31,male,2,rent,little,little,3161,24,business,bad
1063,22,female,2,own,little,moderate,5951,48,radio/TV,bad
246,24,female,2,free,little,moderate,5743,24,education,good
785,31,male,1,own,little,little,3108,30,furniture/equipment,bad
490,29,male,2,own,little,moderate,1103,12,radio/TV,good
155,51,male,2,own,,,3342,36,radio/TV,good
962,32,female,2,rent,,little,1285,24,car,bad
854,20,female,1,rent,little,moderate,2718,24,car,bad
626,38,male,1,own,little,little,2171,12,car,good
686,30,male,1,own,little,,2028,24,furniture/equipment,good
570,26,male,2,own,little,moderate,907,8,business,good
1336,23,female,2,rent,little,little,1216,18,car,bad
18,36,male,1,own,little,little,1374,6,furniture/equipment,good
128,32,male,2,own,quite rich,,2978,6,furniture/equipment,good
928,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
981,22,female,2,own,little,moderate,1670,9,radio/TV,bad
1374,43,male,2,rent,little,little,4843,12,car,bad
191,36,male,3,free,little,little,5302,18,car,good
993,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad
1368,22,female,2,own,little,,1808,18,furniture/equipment,bad
607,24,female,2,rent,little,little,652,12,furniture/equipment,good
181,39,female,1,own,rich,little,666,6,car,good
302,40,male,1,rent,quite rich,,1597,10,car,good
497,35,female,2,free,quite rich,,5324,15,car,good
1212,24,female,2,rent,little,little,4308,48,business,bad
1177,24,female,2,own,little,little,3190,18,radio/TV,bad
1160,21,female,2,rent,little,,2570,27,car,bad
518,45,male,3,own,little,,6761,6,car,good
1070,32,male,2,own,little,little,1938,24,radio/TV,bad
477,47,male,2,free,little,,5103,24,radio/TV,good
158,23,male,2,own,little,rich,3913,36,radio/TV,good
17,26,male,2,own,,,2069,10,furniture/equipment,good
1073,29,male,2,own,moderate,moderate,1437,9,car,bad
547,67,female,2,own,little,moderate,3872,18,repairs,good
659,31,male,1,own,little,,1546,10,car,good
1150,32,male,2,free,rich,moderate,1136,9,education,bad
1020,24,female,1,rent,moderate,,11590,48,car,bad
1178,24,male,2,free,little,little,4605,48,car,bad
960,42,male,2,free,little,moderate,6288,60,education,bad
1319,23,female,1,rent,little,little,3234,24,furniture/equipment,bad
284,30,male,3,own,little,,1820,18,car,good
798,34,male,3,own,little,rich,1337,9,radio/TV,bad
226,40,male,0,free,,moderate,5381,48,vacation/others,good
27,31,male,2,free,little,,6110,48,education,good
438,35,male,2,own,,,1979,15,radio/TV,good
1362,57,male,3,free,little,moderate,14318,36,car,bad
230,38,male,1,own,little,little,708,12,furniture/equipment,good
38,28,female,2,own,moderate,,2073,12,radio/TV,good
750,21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
1046,43,male,2,rent,little,little,2625,16,car,bad
470,26,female,3,rent,little,,4530,30,radio/TV,good
1200,63,male,2,own,little,little,6836,60,business,bad
1377,26,male,2,own,little,little,3414,21,education,bad
688,33,male,2,own,little,rich,6289,42,business,good
1289,37,male,1,own,,rich,1344,24,car,bad
640,46,female,1,own,little,,3594,15,car,good
1215,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad
1173,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
1274,32,male,2,own,little,,1530,18,car,bad
801,23,female,2,rent,little,little,2406,30,furniture/equipment,bad
161,26,male,1,own,little,moderate,625,12,radio/TV,good
957,30,male,3,free,,,12680,21,car,bad
822,30,female,3,own,,little,7174,42,radio/TV,bad
1192,47,male,3,own,little,moderate,1209,6,car,bad
878,36,male,2,own,little,moderate,3915,27,business,bad
914,42,male,3,own,little,,2292,12,business,bad
153,33,male,2,own,,,3074,9,radio/TV,good
1284,21,male,1,rent,little,little,1987,24,radio/TV,bad
510,47,male,1,own,quite rich,,1316,15,radio/TV,good
1136,33,female,2,own,,moderate,1042,18,car,bad
1179,23,male,1,own,little,moderate,1246,24,car,bad
104,44,female,1,rent,little,rich,1881,12,radio/TV,good
587,46,male,2,own,little,,2611,24,radio/TV,good
1243,53,female,3,own,,,7485,30,car,bad
1144,31,female,2,own,little,little,6758,48,radio/TV,bad
54,46,male,1,rent,,,730,7,radio/TV,good
152,55,male,2,own,rich,,1413,12,car,good
404,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good
1359,27,male,2,own,little,moderate,2820,36,car,bad
208,37,male,2,own,moderate,moderate,3878,24,car,good
1327,40,male,3,own,,little,1358,24,vacation/others,bad
1123,26,male,2,own,little,little,3414,21,education,bad
9,28,female,2,rent,little,little,1403,15,car,good
1015,40,male,3,own,,little,1358,24,vacation/others,bad
1061,21,male,2,rent,little,little,902,12,education,bad
453,35,male,2,own,little,,2346,24,car,good
254,34,male,1,own,moderate,,1743,6,business,good
897,38,male,2,own,,,3914,48,business,bad
1228,33,female,2,own,little,little,1131,18,furniture/equipment,bad
881,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
1323,24,female,2,own,little,moderate,1237,8,furniture/equipment,bad
624,43,male,3,own,little,little,2442,27,business,good
346,25,male,2,own,little,rich,5152,24,radio/TV,good
1207,33,male,1,rent,little,moderate,2384,36,repairs,bad
263,21,male,2,rent,little,,1766,6,furniture/equipment,good
151,21,male,1,own,little,little,6568,24,business,good
473,26,female,2,own,little,,1453,18,radio/TV,good
641,33,female,1,own,,moderate,3195,9,car,good
1388,40,male,3,own,moderate,,4623,15,education,bad
1320,42,male,3,own,moderate,moderate,8086,36,car,bad
551,35,male,1,own,rich,moderate,1941,18,business,good
929,26,female,0,own,little,rich,609,12,business,bad
489,50,male,2,rent,quite rich,,1236,6,car,good
1267,32,female,3,own,little,moderate,18424,48,vacation/others,bad
1172,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
147,38,male,1,own,little,,1495,12,car,good
403,37,male,3,own,,moderate,4712,24,business,good
955,29,female,2,own,,,5003,21,car,bad
1315,47,male,3,own,little,moderate,1209,6,car,bad
660,31,male,2,own,,,929,24,furniture/equipment,good
464,27,female,2,own,little,,3609,48,business,good
187,23,female,2,own,moderate,,3812,15,car,good
1148,23,male,1,own,little,moderate,1246,24,car,bad
609,46,male,2,own,little,rich,1343,6,car,good
144,52,male,2,own,quite rich,,936,9,education,good
752,29,female,2,own,little,little,3959,15,car,bad
982,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
198,37,female,2,rent,quite rich,,1402,12,furniture/equipment,good
884,41,male,1,own,little,moderate,888,12,car,bad
280,21,female,2,rent,,,1126,18,radio/TV,good
294,28,male,2,own,,moderate,1887,18,business,good
1275,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
401,49,male,2,free,,little,2964,24,car,good
123,36,male,2,own,moderate,,2872,24,radio/TV,good
1208,47,male,1,own,little,little,1217,18,domestic appliances,bad
203,29,male,3,rent,moderate,,1901,24,radio/TV,good
836,25,female,2,own,little,,7855,36,car,bad
247,26,female,1,rent,little,little,3599,21,furniture/equipment,good
1332,24,female,2,rent,,little,1275,15,domestic appliances,bad
1318,36,male,2,own,little,moderate,3915,27,business,bad
1154,23,female,1,own,little,little,976,18,car,bad
385,32,male,2,own,little,moderate,2273,36,education,good
855,34,male,1,own,little,rich,2864,18,furniture/equipment,bad
220,32,male,2,own,rich,moderate,2745,21,furniture/equipment,good
642,34,female,2,own,little,,4454,36,radio/TV,good
2,49,male,1,own,little,,2096,12,education,good
113,46,male,2,own,rich,,1582,18,radio/TV,good
699,38,male,2,own,little,,804,12,radio/TV,good
1339,32,male,1,free,little,little,1442,18,car,bad
952,36,male,1,own,little,moderate,4241,24,business,bad
1236,33,male,2,rent,little,rich,2319,21,education,bad
1264,24,female,2,own,little,little,3190,18,radio/TV,bad
442,28,female,2,own,little,little,3660,24,radio/TV,good
1137,37,female,2,rent,little,little,7685,48,business,bad
664,38,male,3,own,,,2859,12,car,good
1283,35,female,2,free,little,little,1198,6,education,bad
318,23,male,1,rent,quite rich,,660,6,repairs,good
649,21,female,2,rent,little,little,1049,18,furniture/equipment,good
710,28,male,3,own,little,moderate,4249,30,car,bad
973,20,female,1,rent,little,moderate,2718,24,car,bad
628,29,male,2,own,,,1169,18,radio/TV,good
633,44,male,2,own,,,3485,20,car,good
1366,43,male,1,own,little,,1533,18,furniture/equipment,bad
1294,24,male,2,own,little,little,9629,36,car,bad
796,23,male,1,own,little,moderate,1246,24,car,bad
646,28,female,2,own,little,,1817,18,furniture/equipment,good
1013,57,male,2,free,little,moderate,2225,36,car,bad
557,32,male,2,rent,quite rich,,3062,24,furniture/equipment,good
682,57,female,1,own,quite rich,rich,1258,24,radio/TV,good
578,47,male,1,own,little,little,731,8,car,good
1110,22,female,2,own,little,moderate,1670,9,radio/TV,bad
1184,40,male,3,own,little,moderate,4297,18,furniture/equipment,bad
525,23,female,2,rent,little,little,2511,15,car,good
1060,23,female,2,own,little,little,448,6,education,bad
541,36,male,3,own,little,,3275,21,car,good
1195,23,female,3,rent,little,moderate,11560,24,car,bad
749,53,male,2,free,little,little,4870,24,car,bad
1297,25,male,2,own,,moderate,1484,12,radio/TV,bad
485,25,female,1,own,moderate,moderate,2631,15,repairs,good
96,34,male,3,own,little,moderate,1860,12,car,good
1021,28,female,2,rent,quite rich,moderate,4113,24,car,bad
564,24,female,2,own,little,little,4272,20,furniture/equipment,good
1265,58,female,1,free,little,little,6143,48,car,bad
743,24,female,1,rent,moderate,,11590,48,car,bad
864,35,female,2,own,,little,1381,24,car,bad
892,24,male,2,own,little,little,9271,36,car,bad
1039,46,male,2,rent,little,moderate,1223,12,car,bad
207,63,male,2,own,,,1520,15,furniture/equipment,good
393,61,male,1,own,little,,1255,12,car,good
795,29,female,0,rent,little,little,1193,24,car,bad
871,28,male,1,own,little,little,654,9,car,bad
398,45,male,1,own,quite rich,,1750,6,radio/TV,good
767,36,male,2,own,little,moderate,3915,27,business,bad
1287,29,male,2,own,little,little,6887,36,education,bad
1242,21,male,2,rent,little,little,902,12,education,bad
1029,23,male,2,rent,little,moderate,1534,12,radio/TV,bad
643,25,female,2,own,,moderate,2991,30,radio/TV,good
613,40,female,2,own,rich,moderate,1322,11,car,good
961,39,male,3,own,little,,6458,18,car,bad
726,65,male,2,free,little,little,2600,18,radio/TV,bad
684,42,male,2,own,,moderate,2427,18,business,good
99,47,male,2,free,little,,1984,18,furniture/equipment,good
805,25,female,2,rent,little,little,1882,18,radio/TV,bad
407,38,male,2,own,little,,5954,30,radio/TV,good
503,63,male,2,own,,,7596,30,car,good
1072,32,female,3,own,little,moderate,18424,48,vacation/others,bad
1057,55,female,0,free,little,little,1190,18,repairs,bad
930,24,male,1,rent,little,little,1546,24,radio/TV,bad
780,24,female,2,rent,little,little,1207,24,car,bad
201,26,female,2,own,little,,2404,18,radio/TV,good
135,31,male,3,rent,little,,1963,12,radio/TV,good
1052,26,female,0,own,little,rich,609,12,business,bad
41,25,male,2,own,little,,1262,12,radio/TV,good
1018,26,male,2,own,little,little,759,12,car,bad
231,48,female,1,own,,moderate,4351,24,furniture/equipment,good
379,23,female,2,own,moderate,,3488,24,car,good
289,32,male,2,rent,moderate,moderate,11760,39,education,good
419,21,male,1,own,little,little,1289,12,furniture/equipment,good
392,60,male,2,free,little,,2032,24,car,good
593,59,male,2,own,little,little,1364,9,radio/TV,good
1163,53,male,3,free,little,little,7865,12,furniture/equipment,bad
1087,44,male,3,rent,little,little,3384,6,furniture/equipment,bad
648,30,male,2,rent,little,moderate,2002,12,car,good
1153,44,male,2,own,little,little,1553,18,furniture/equipment,bad
521,41,male,2,own,,,3160,21,radio/TV,good
65,29,female,3,own,little,,1412,12,business,good
15,48,male,1,rent,little,little,2241,10,car,good
1181,36,male,2,own,little,moderate,3915,27,business,bad
1065,45,male,1,own,little,little,4006,28,car,bad
493,40,male,3,rent,little,rich,1905,15,education,good
380,26,female,1,own,little,moderate,1113,18,radio/TV,good
188,57,female,1,own,moderate,,1154,11,radio/TV,good
764,27,male,3,own,little,moderate,14027,60,car,bad
217,20,female,2,rent,,,4675,12,car,good
792,36,male,2,own,little,moderate,884,18,car,bad
1077,33,female,2,rent,little,little,3966,18,car,bad
879,20,female,1,rent,little,moderate,2718,24,car,bad
338,38,male,2,own,,moderate,754,12,education,good
720,47,male,2,free,moderate,moderate,12612,36,education,bad
296,43,male,2,own,,moderate,2899,18,car,good
1017,27,male,3,free,little,little,1422,9,car,bad
